tax_code,description
8543 70 09,"– – Touch-Sensitive Data Input Devices (so-called touch screens) without display capabilities, for incorporation into apparatus having a display, which function by detecting the presence and location of a touch within the display area Free —"
8543 70 10,– – Electrical machines with translation or dictionary functions Free —
8543 70 30,"– – Aerial amplifiers 3,7 —"
8543 70 50,"– – Sunbeds, sunlamps and similar suntanning equipment 3,7 p/st"
8543 70 60,"– – Electric fence energisers 3,7 —"
8543 70 90,"– – Other 3,7 —"
8543 90 00,–Parts Free —
8544,"Insulated (including enamelled or anodised) wire, cable (including coaxial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors:  "
8544 11,– –Of copper:  
8544 11 10,"– – – Lacquered or enamelled 3,7 —"
8544 11 90,"– – – Other 3,7 —"
8544 19 00,"– –Other 3,7 —"
8544 20 00,"–Coaxial cable and other coaxial electric conductors 3,7 —"
8544 30 00,"–Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships 3,7 —"
8544 42,– –Fitted with connectors:  
8544 42 10,– – – Of a kind used for telecommunications Free —
8544 42 90,"– – – Other 3,3 —"
8544 49,– –Other:  
8544 49 20,"– – – Of a kind used for telecommunications, for a voltage not exceeding 80 V Free —"
8544 49 91,"– – – – Wire and cables, with individual conductor wires of a diameter exceeding 0,51 mm 3,7 —"
8544 49 93,"– – – – – For a voltage not exceeding 80 V 3,7 —"
8544 49 95,"– – – – – For a voltage exceeding 80 V but less than 1 000  V 3,7 —"
8544 49 99,"– – – – – For a voltage of 1 000  V 3,7 —"
8544 60,"–Other electric conductors, for a voltage exceeding 1 000  V:  "
8544 60 10,"– – With copper conductors 3,7 —"
8544 60 90,"– – With other conductors 3,7 —"
8544 70 00,–Optical fibre cables Free —
8545,"Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbon, with or without metal, of a kind used for electrical purposes:  "
8545 11 00,"– –Of a kind used for furnaces 2,7 —"
8545 19 00,"– –Other 2,7 —"
8545 20 00,"–Brushes 2,7 —"
8545 90,–Other:  
8545 90 10,"– – Heating resistors 1,7 —"
8545 90 90,"– – Other 2,7 —"
8546,Electrical insulators of any material:  
8546 10 00,"–Of glass 3,7 —"
8546 20 00,"–Of ceramics 4,7 —"
8546 90,–Other:  
8546 90 10,"– – Of plastics 3,7 —"
8546 90 90,"– – Other 3,7 —"
8547,"Insulating fittings for electrical machines, appliances or equipment, being fittings wholly of insulating material apart from any minor components of metal (for example, threaded sockets) incorporated during moulding solely for purposes of assembly, other than insulators of heading 8546 ; electrical conduit tubing and joints therefor, of base metal lined with insulating material:  "
8547 10 00,"–Insulating fittings of ceramics 4,7 —"
8547 20 00,"–Insulating fittings of plastics 3,7 —"
8547 90 00,"–Other 3,7 —"
8548 00,"Electrical parts of machinery or apparatus, not specified or included elsewhere in this chapter:  "
8548 00 20,– Memories in multicombinational forms such as stack D-RAMs and modules Free —
8548 00 30,"– Light-emitting diode (LED) backlight modules, which are lighting sources that consist of one or more LEDs, and one or more connectors and are mounted on a printed circuit or other similar substrate, and other passive components, whether or not combined with optical components or protective diodes, and used as backlight illumination for liquid crystal displays (LCDs) Free —"
8548 00 90,"– Other 2,7 —"
8549,Electrical and electronic waste and scrap:  
8549 11,– –Waste and scrap of lead-acid accumulators; spent lead-acid accumulators:  
8549 11 10,"– – – Spent lead-acid accumulators 2,6 —"
8549 11 90,– – – Waste and scrap of lead-acid accumulators Free —
8549 12,"– –Other, containing lead, cadmium or mercury:  "
8549 12 10,"– – – Spent primary cells, spent primary batteries 4,7 p/st"
8549 12 20,"– – – Spent electric accumulators 2,6 —"
8549 12 90,– – – Other Free —
8549 13,"– –Sorted by chemical type and not containing lead, cadmium or mercury:  "
8549 13 10,"– – – Spent primary cells, spent primary batteries 4,7 p/st"
8549 13 20,"– – – Spent electric accumulators 2,6 —"
8549 13 90,– – – Other Free —
8549 14,"– –Unsorted and not containing lead, cadmium or mercury:  "
8549 14 10,"– – – Spent primary cells, spent primary batteries 4,7 p/st"
8549 14 20,"– – – Spent electric accumulators 2,6 —"
8549 14 90,– – – Other Free —
8549 19,– –Other:  
8549 19 10,"– – – Spent primary cells, spent primary batteries 4,7 p/st"
8549 19 20,"– – – Spent electric accumulators 2,6 —"
8549 19 90,– – – Other Free —
8549 21 00,"– –Containing primary cells, primary batteries, electric accumulators, mercury-switches, glass from cathode-ray tubes or other activated glass, or electrical or electronic components containing cadmium, mercury, lead or polychlorinated biphenyls (PCBs) Free —"
8549 29 00,– –Other Free —
8549 31 00,"– –Containing primary cells, primary batteries, electric accumulators, mercury-switches, glass from cathode-ray tubes or other activated glass, or electrical or electronic components containing cadmium, mercury, lead or polychlorinated biphenyls (PCBs) Free —"
8549 39 00,– –Other Free —
8549 91 00,"– –Containing primary cells, primary batteries, electric accumulators, mercury-switches, glass from cathode-ray tubes or other activated glass, or electrical or electronic components containing cadmium, mercury, lead or polychlorinated biphenyls (PCBs) Free —"
8549 99 00,– –Other Free —
8601,Rail locomotives powered from an external source of electricity or by electric accumulators:  
8601 10 00,"–Powered from an external source of electricity 1,7 p/st"
8601 20 00,"–Powered by electric accumulators 1,7 p/st"
8602,Other rail locomotives; locomotive tenders:  
8602 10 00,"–Diesel-electric locomotives 1,7 —"
8602 90 00,"–Other 1,7 —"
8603,"Self-propelled railway or tramway coaches, vans and trucks, other than those of heading 8604 :  "
8603 10 00,"–Powered from an external source of electricity 1,7 p/st"
8603 90 00,"–Other 1,7 p/st"
8604 00 00,"Railway or tramway maintenance or service vehicles, whether or not self-propelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles) 1,7 p/st"
8605 00 00,"Railway or tramway passenger coaches, not self-propelled; luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading 8604 ) 1,7 p/st"
8606,"Railway or tramway goods vans and wagons, not self-propelled:  "
8606 10 00,"–Tank wagons and the like 1,7 p/st"
8606 30 00,"–Self-discharging vans and wagons, other than those of subheading 8606 10 1,7 p/st"
8606 91,– –Covered and closed:  
8606 91 10,"– – – Specially designed for the transport of highly radioactive materials (Euratom) 1,7 p/st"
8606 91 80,"– – – Other 1,7 p/st"
8606 92 00,"– –Open, with non-removable sides of a height exceeding 60 cm 1,7 p/st"
8606 99 00,"– –Other 1,7 p/st"
8607,Parts of railway or tramway locomotives or rolling stock:  
8607 11 00,"– –Driving bogies and bissel-bogies 1,7 —"
8607 12 00,"– –Other bogies and bissel-bogies 1,7 —"
8607 19,"– –Other, including parts:  "
8607 19 10,"– – – Axles, assembled or not; wheels and parts thereof 2,7 —"
8607 19 90,"– – – Parts of bogies, bissel-bogies and the like 1,7 —"
8607 21,– –Air brakes and parts thereof:  
8607 21 10,"– – – Of cast iron or cast steel 1,7 —"
8607 21 90,"– – – Other 1,7 —"
8607 29 00,"– –Other 1,7 —"
8607 30 00,"–Hooks and other coupling devices, buffers, and parts thereof 1,7 —"
8607 91,– –Of locomotives:  
8607 91 10,"– – – Axle-boxes and parts thereof 3,7 —"
8607 91 90,"– – – Other 1,7 —"
8607 99,– –Other:  
8607 99 10,"– – – Axle-boxes and parts thereof 3,7 —"
8607 99 80,"– – – Other 1,7 —"
8608 00 00,"Railway or tramway track fixtures and fittings; mechanical (including electromechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the foregoing 1,7 —"
8609 00,Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport:  
8609 00 10,"– Containers with an anti-radiation lead covering, for the transport of radioactive materials (Euratom) Free p/st"
8609 00 90,– Other Free p/st
8701,Tractors (other than tractors of heading 8709 ):  
8701 10 00,–Single axle tractors 3 p/st
8701 21,– –With only compression-ignition internal combustion piston engine (diesel or semi-diesel):  
8701 21 10,– – – New 16 p/st
8701 21 90,– – – Used 16 p/st
8701 22,– –With both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion:  
8701 22 10,– – – New 16 p/st
8701 22 90,– – – Used 16 p/st
8701 23,– –With both spark-ignition internal combustion piston engine and electric motor as motors for propulsion:  
8701 23 10,– – – New 16 p/st
8701 23 90,– – – Used 16 p/st
8701 24,– –With only electric motor for propulsion:  
8701 24 10,– – – New 16 p/st
8701 24 90,– – – Used 16 p/st
8701 29 00,– –Other 16 p/st
8701 30 00,–Track-laying tractors Free p/st
8701 91,– –Not exceeding 18 kW:  
8701 91 10,"– – – Agricultural tractors and forestry tractors, wheeled Free p/st"
8701 91 90,– – – Other 7 p/st
8701 92,– –Exceeding 18 kW but not exceeding 37 kW:  
8701 92 10,"– – – Agricultural tractors and forestry tractors, wheeled Free p/st"
8701 92 90,– – – Other 7 p/st
8701 93,– –Exceeding 37 kW but not exceeding 75 kW:  
8701 93 10,"– – – Agricultural tractors and forestry tractors, wheeled Free p/st"
8701 93 90,– – – Other 7 p/st
8701 94,– –Exceeding 75 kW but not exceeding 130 kW:  
8701 94 10,"– – – Agricultural tractors and forestry tractors, wheeled Free p/st"
8701 94 90,– – – Other 7 p/st
8701 95,– –Exceeding 130 kW:  
8701 95 10,"– – – Agricultural tractors and forestry tractors, wheeled Free p/st"
8701 95 90,– – – Other 7 p/st
8702,"Motor vehicles for the transport of ten or more persons, including the driver:  "
8702 10,–With only compression-ignition internal combustion piston engine (diesel or semi-diesel):  
8702 10 11,– – – New 16 p/st
8702 10 19,– – – Used 16 p/st
8702 10 91,– – – New 10 p/st
8702 10 99,– – – Used 10 p/st
8702 20,–With both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion:  
8702 20 10,– – Of a cylinder capacity exceeding 2 500  cm3 16 p/st
8702 20 90,– – Of a cylinder capacity not exceeding 2 500  cm3 10 p/st
8702 30,–With both spark-ignition internal combustion piston engine and electric motor as motors for propulsion:  
